# index, as_id, _pos
0,6474,-1.99611808,  0.70907996
1,1,-1.55002715,  0.79089158
2,2,-1.85927051,  0.96890109
3,3,-1.32575254,  0.7184572 
4,4,-1.04958321,  0.52602621
5,6475,-1.56786698,  0.59335811
6,6,-1.38983529,  1.21330034
7,7,-1.11332122,  1.4500778 
8,8,-1.15764928,  0.41290376
9,9,-1.24505362,  0.35476149
10,11066,-1.28301231,  0.74656692
11,6477,-1.99162514,  0.55188987
12,12,-1.18785191,  0.47912297
13,13,-1.12117985,  0.62192815
14,14,-1.18274969,  0.49970862
15,11067,-1.87390731,  0.53528325
16,16,-1.2742576 ,  1.02768148
17,17,-1.48892953,  0.53701858
18,18,-1.35573826,  0.29061606
19,6479,-1.90375163,  0.51657359
20,20,-1.20672494,  0.33963805
21,6480,-1.78021313,  0.80903079
22,22,-0.84556242,  0.43102239
23,6481,-1.63722448,  1.16401527
24,24,-1.31210071,  1.03109589
25,25,-1.22925434,  0.77396726
26,26,-1.14053687,  0.5209787 
27,27,-1.5746173 ,  0.39940989
28,6482,-1.47702844,  0.67321485
29,29,-1.20702854,  0.27617218
30,11068,-1.86517841,  0.78758726
31,31,-1.34350075,  0.89135546
32,32,-1.35042402,  0.94251294
33,33,-1.67403868,  0.98972959
34,34,-1.30967632,  0.62144587
35,6484,-1.88003429,  0.94447672
36,6485,-1.57533351,  0.81069187
37,37,-1.05635333,  0.30603292
38,38,-1.70367272,  0.77976884
39,11069,-1.89786943,  0.44877163
40,6487,-1.60739109,  0.95066402
41,41,-1.15152019,  0.81900999
42,6488,-2.18075961,  0.31652963
43,43,-1.23879608,  0.84680979
44,6489,-1.74001258,  1.14898824
45,45,-1.23714297,  0.95594191
46,46,-1.39568279,  0.69469917
47,47,-1.02457415,  0.56619111
48,48,-1.19272919,  0.6768471 
49,49,-1.96829515,  0.54569344
50,50,-1.32705182,  0.69189777
51,11070,-2.25729969,  0.45921752
52,52,-1.29179467,  0.56428428
53,11071,-2.00357966,  0.39202573
54,13722,-2.04588014,  0.47884672
55,55,-1.13854555,  0.4382349 
56,6493,-1.75539839,  1.13790567
57,6494,-1.3679597 ,  0.68714082
58,6495,-1.01317778,  0.21827709
59,6496,-1.83871059,  1.18521351
60,11073,-1.64260178,  0.26007341
61,11074,-1.99571753,  0.89907362
62,6499,-1.88963744,  0.36524965
63,63,-1.56082881,  0.50260408
64,11075,-1.18393532,  0.85940339
65,6501,-1.41390706,  0.30630891
66,11076,-2.04388946,  0.93403893
67,6503,-1.1228498 ,  0.53937016
68,68,-1.26515103,  0.97801166
69,6504,-1.62773417,  0.6728884 
70,70,-1.60611398,  0.48676813
71,71,-1.66671956,  0.6524551 
72,72,-1.64710856,  1.38156446
73,73,-1.63956319,  0.67725024
74,74,-1.16289397,  1.04477076
75,6505,-1.84611606,  1.57626603
76,6506,-1.50400286,  0.75245329
77,77,-1.41241371,  0.75157073
78,6507,-1.41811468,  0.72844497
79,6508,-1.82641336,  1.12328097
80,80,-1.65114311,  1.00061734
81,81,-1.65244508,  0.41503735
82,6509,-1.08041526,  0.81867804
83,83,-1.00903649,  0.41796648
84,84,-1.0951765 ,  0.42475047
85,6510,-1.77503773,  0.23467809
86,86,-1.24608636,  0.79804482
87,87,-1.41965164,  0.36809884
88,88,-1.43956837,  0.7530235 
89,89,-1.21446436,  0.472212  
90,90,-1.63905716,  0.83012935
91,14108,-1.61715516,  1.29786666
92,6512,-1.76027933,  0.48874988
93,11078,-1.20355589,  0.66029093
94,11079,-1.3914246 ,  0.91634532
95,11080,-1.81188823,  1.01973925
96,11081,-1.54289869,  1.25181236
97,97,-2.0101064 ,  1.10828548
98,6517,-1.78523646,  1.05048581
99,99,-2.1323061 ,  0.77823576
100,11082,-1.65390967,  1.29336775
101,101,-1.47208735,  0.5794187 
102,102,-1.33135465, -0.0346882 
103,103,-1.47993326,  0.87687268
104,104,-1.45700453,  0.26610181
105,13724,-1.99450285,  0.993371  
106,11084,-0.89827601,  0.66939133
107,6521,-1.95579548,  0.59183158
108,11085,-0.93872544,  0.61946978
109,109,-1.71197493,  0.95563069
110,11086,-1.25529194,  0.71156119
111,111,-1.38486949,  0.5888031 
112,6524,-1.89758334,  0.60864339
113,6525,-1.9251309 ,  1.13635687
114,114,-1.32631941,  0.57538665
115,11087,-0.95651217,  0.19341812
116,14109,-1.89872766,  0.77912794
117,6528,-1.93346671,  0.37343431
118,11089,-1.48531953,  0.65861315
119,6530,-1.69348258,  0.86710558
120,11090,-1.53703724,  0.38305624
121,6532,-1.44551749,  1.00462415
122,6533,-1.3814326,  0.7978558
123,6534,-1.46793095,  0.37784838
124,6535,-1.75542701,  0.55110432
125,125,-1.40801323,  0.3237581 
126,6536,-1.40737967,  0.51679998
127,127,-1.33190664,  0.87752949
128,6537,-0.7813437 ,  0.51730622
129,13726,-1.98190403,  0.4762095 
130,6539,-1.06265077,  0.89498989
131,131,-1.13959069,  0.63572534
132,132,-1.02654172,  0.42909787
133,6540,-2.10684912,  0.68841526
134,6541,-1.52674418,  0.91554241
135,6542,-1.6428947 ,  0.28692991
136,6543,-1.95741061,  1.64889551
137,137,-0.85744686,  1.3713966 
138,6544,-1.77991188,  0.61285235
139,139,-0.87357415, -0.04044254
140,140,-1.37737528,  0.65092293
141,11092,-1.6487593 ,  0.79592664
142,13727,-2.03325474,  0.73293037
143,11094,-1.38858342,  0.90307051
144,144,-1.32811862,  0.65921844
145,145,-1.32321588,  0.49725155
146,11095,-1.495081  ,  0.17112423
147,32774,-1.44012696, -0.28929945
148,6550,-1.64403045,  0.61438942
149,149,-0.95096578,  0.51183548
150,11097,-2.2767855,  0.967877 
151,151,-2.09374898,  1.19809293
152,13729,-2.12268586,  0.83750913
153,6553,-1.43168376,  1.07082289
154,6554,-1.63528744,  0.48920612
155,6555,-1.70904522,  0.97824733
156,11099,-2.28398006,  0.77930694
157,157,-1.62133885,  0.69142813
158,11100,-1.93225437,  0.85080527
159,159,-1.58320535,  0.23331659
160,160,-1.43390705,  0.78285329
161,161,-1.23899972,  0.49084154
162,11101,-1.69212035,  0.62118999
163,11102,-1.97436899,  0.85887171
164,11103,-0.71663861,  0.69274085
